"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 04 17:34:30 GMT 2021","Tue May 04 17:34:30 GMT 2021","76","","[INTEGRATION] :: Editar Produtos sem Token de autorização","","","","/PUT - Editar um produto válido",""
"passed","Tue May 04 17:34:12 GMT 2021","Tue May 04 17:34:12 GMT 2021","22","","[INTEGRATION] :: Realizar Login","","","","/POST - Realizar login com email inexistente",""
"passed","Tue May 04 17:34:36 GMT 2021","Tue May 04 17:34:36 GMT 2021","31","","[INTEGRATION] :: Deletar Usuários","","","","/DELETE - Deletar um usuário válido",""
"passed","Tue May 04 17:34:43 GMT 2021","Tue May 04 17:34:43 GMT 2021","21","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem a flag de admin",""
"passed","Tue May 04 17:34:48 GMT 2021","Tue May 04 17:34:48 GMT 2021","19","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar nome de um usuário válido",""
"passed","Tue May 04 17:34:25 GMT 2021","Tue May 04 17:34:25 GMT 2021","38","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Nome não sendo uma string",""
"passed","Tue May 04 17:34:48 GMT 2021","Tue May 04 17:34:48 GMT 2021","15","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar sem preencher o password",""
"passed","Tue May 04 17:34:48 GMT 2021","Tue May 04 17:34:48 GMT 2021","17","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar sem preencher o nome",""
"passed","Tue May 04 17:34:37 GMT 2021","Tue May 04 17:34:37 GMT 2021","24","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários com uma busca correta de: nome válido e email válido",""
"passed","Tue May 04 17:34:36 GMT 2021","Tue May 04 17:34:36 GMT 2021","17","","[INTEGRATION] :: Deletar Usuários","","","","/DELETE - Deletar um usuário que contenha um carrinho",""
"passed","Tue May 04 17:33:55 GMT 2021","Tue May 04 17:33:55 GMT 2021","47","","[INTEGRATION] :: Deletar Carrinhos quando ""Cancelar uma Compra"" Token de autorização","","","","/DELETE - Deletar um carrinho quando ""cancelar uma compra"" que não existe para o usuário",""
