"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 06 23:58:58 GMT 2021","Thu May 06 23:58:58 GMT 2021","16","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login sem preencher o email do usuário",""
"passed","Thu May 06 23:58:47 GMT 2021","Thu May 06 23:58:47 GMT 2021","20","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca inválida",""
"passed","Thu May 06 23:58:58 GMT 2021","Thu May 06 23:58:58 GMT 2021","17","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login sem preencher a senha",""
"passed","Thu May 06 23:58:46 GMT 2021","Thu May 06 23:58:46 GMT 2021","18","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo _id",""
"passed","Thu May 06 23:58:46 GMT 2021","Thu May 06 23:58:47 GMT 2021","18","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo id do usuário",""
"passed","Thu May 06 23:58:58 GMT 2021","Thu May 06 23:58:58 GMT 2021","19","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com senha inválida",""
"passed","Thu May 06 23:58:46 GMT 2021","Thu May 06 23:58:46 GMT 2021","16","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados por um _id inválido",""
"passed","Thu May 06 23:58:52 GMT 2021","Thu May 06 23:58:52 GMT 2021","53","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo o _id do produto não existe",""
"passed","Thu May 06 23:59:16 GMT 2021","Thu May 06 23:59:16 GMT 2021","41","","[PRODUTOS] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto não existente",""
"passed","Thu May 06 23:59:10 GMT 2021","Thu May 06 23:59:10 GMT 2021","35","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Preco",""
"passed","Thu May 06 23:59:22 GMT 2021","Thu May 06 23:59:22 GMT 2021","43","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar todos os usuários cadastrados",""
"passed","Thu May 06 23:59:05 GMT 2021","Thu May 06 23:59:05 GMT 2021","16","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos cadastrados pela descrição",""
"passed","Thu May 06 23:58:58 GMT 2021","Thu May 06 23:58:58 GMT 2021","17","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com sucesso com usuário já cadastrado (fulano@qa)",""
"passed","Thu May 06 23:59:21 GMT 2021","Thu May 06 23:59:21 GMT 2021","17","","[USUÁRIOS] :: Deletar Usuários","","","","/DELETE - Deletar um usuário válido",""
"passed","Thu May 06 23:59:10 GMT 2021","Thu May 06 23:59:10 GMT 2021","62","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto válido com utilização de token",""
