"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 07 20:23:20 GMT 2021","Fri May 07 20:23:20 GMT 2021","22","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar sem preencher o password",""
"passed","Fri May 07 20:22:29 GMT 2021","Fri May 07 20:22:29 GMT 2021","17","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pela quantidade total inválido",""
"passed","Fri May 07 20:23:08 GMT 2021","Fri May 07 20:23:08 GMT 2021","20","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários cadastrados pelo nome",""
"passed","Fri May 07 20:22:35 GMT 2021","Fri May 07 20:22:35 GMT 2021","94","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho válido com utilização de token",""
"passed","Fri May 07 20:22:55 GMT 2021","Fri May 07 20:22:55 GMT 2021","39","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Descrição",""
"passed","Fri May 07 20:22:41 GMT 2021","Fri May 07 20:22:41 GMT 2021","23","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com email inexistente",""
"passed","Fri May 07 20:22:47 GMT 2021","Fri May 07 20:22:47 GMT 2021","52","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto que não existe",""
"passed","Fri May 07 20:23:06 GMT 2021","Fri May 07 20:23:07 GMT 2021","26","","[USUÁRIOS] :: Deletar Usuários","","","","/DELETE - Deletar um usuário que não existe",""
"passed","Fri May 07 20:22:55 GMT 2021","Fri May 07 20:22:55 GMT 2021","45","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher nenhum campo",""
"passed","Fri May 07 20:23:14 GMT 2021","Fri May 07 20:23:14 GMT 2021","107","","[USUÁRIOS] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário válido",""
"passed","Fri May 07 20:22:23 GMT 2021","Fri May 07 20:22:23 GMT 2021","27","","[CARRINHOS] :: Deletar Carrinhos quando ""Cancelar uma Compra"" sem Token de autorização","","","","/DELETE - Deletar um carrinho quando ""cancelar uma compra"" válido sem utilização de token",""
"passed","Fri May 07 20:23:08 GMT 2021","Fri May 07 20:23:08 GMT 2021","32","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários com uma busca correta de: nome válido e email válido",""
"passed","Fri May 07 20:22:49 GMT 2021","Fri May 07 20:22:49 GMT 2021","20","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos pelo _id na URL válido",""
"passed","Fri May 07 20:22:47 GMT 2021","Fri May 07 20:22:47 GMT 2021","57","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto válido",""
"passed","Fri May 07 20:23:01 GMT 2021","Fri May 07 20:23:01 GMT 2021","43","","[PRODUTOS] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto já existente",""
"passed","Fri May 07 20:22:29 GMT 2021","Fri May 07 20:22:29 GMT 2021","20","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados por um _id inválido",""
"passed","Fri May 07 20:22:41 GMT 2021","Fri May 07 20:22:41 GMT 2021","28","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com sucesso com usuário criado fake",""
"passed","Fri May 07 20:22:55 GMT 2021","Fri May 07 20:22:55 GMT 2021","57","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Descrição não sendo uma string",""
"passed","Fri May 07 20:23:08 GMT 2021","Fri May 07 20:23:08 GMT 2021","19","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome inválido e email válido",""
"passed","Fri May 07 20:23:20 GMT 2021","Fri May 07 20:23:20 GMT 2021","18","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar email de um usuário válido",""
"passed","Fri May 07 20:22:55 GMT 2021","Fri May 07 20:22:55 GMT 2021","69","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto válido com utilização de token",""
