"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 06 22:26:41 GMT 2021","Thu May 06 22:26:41 GMT 2021","19","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos cadastrados pelo _id",""
"passed","Thu May 06 22:26:16 GMT 2021","Thu May 06 22:26:16 GMT 2021","64","","[CARRINHOS] :: Deletar Carrinhos quando ""Concluir uma Compra"" sem Token de autorização","","","","/DELETE - Deletar um carrinho quando ""concluir uma compra"" válido sem utilização de token",""
"passed","Thu May 06 22:26:33 GMT 2021","Thu May 06 22:26:33 GMT 2021","23","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com email inexistente",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","20","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo id do usuário inválido",""
"passed","Thu May 06 22:26:33 GMT 2021","Thu May 06 22:26:33 GMT 2021","20","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com tipo de email inválido",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","23","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo preço total",""
"passed","Thu May 06 22:26:28 GMT 2021","Thu May 06 22:26:28 GMT 2021","49","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo a quantidade não seja suficiente",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","32","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca incorreta de: id do usuário válido e quantidade total inválida",""
"passed","Thu May 06 22:26:28 GMT 2021","Thu May 06 22:26:28 GMT 2021","51","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo o _id do produto não existe",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","25","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo preço total inválido",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","24","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca em branco",""
"passed","Thu May 06 22:26:39 GMT 2021","Thu May 06 22:26:39 GMT 2021","43","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto que não existe",""
"passed","Thu May 06 22:26:22 GMT 2021","Thu May 06 22:26:22 GMT 2021","25","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados por um _id inválido",""
"passed","Thu May 06 22:26:16 GMT 2021","Thu May 06 22:26:16 GMT 2021","48","","[CARRINHOS] :: Deletar Carrinhos quando ""Cancelar uma Compra"" Token de autorização","","","","/DELETE - Deletar um carrinho quando ""cancelar uma compra"" que não existe para o usuário",""
"passed","Thu May 06 22:26:41 GMT 2021","Thu May 06 22:26:41 GMT 2021","15","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos pelo _id na URL que não existe",""
"passed","Thu May 06 22:26:28 GMT 2021","Thu May 06 22:26:28 GMT 2021","42","","[CARRINHOS] :: Cadastrar Carrinhos sem Token de autorização","","","","/POST - Cadastrar um carrinho válido sem utilização de token",""
"passed","Thu May 06 22:26:39 GMT 2021","Thu May 06 22:26:39 GMT 2021","45","","[PRODUTOS] :: Deletar Produtos sem Token de autorização","","","","/DELETE - Deletar um produto válido sem utilização de token",""
