"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 04 19:35:34 GMT 2021","Tue May 04 19:35:34 GMT 2021","50","","[INTEGRATION] :: Listar Produtos","","","","/GET - Listar todos os produtos cadastrados",""
"passed","Tue May 04 19:35:34 GMT 2021","Tue May 04 19:35:34 GMT 2021","18","","[INTEGRATION] :: Listar Produtos","","","","/GET - Listar produtos pelo _id na URL válido",""
"passed","Tue May 04 19:35:32 GMT 2021","Tue May 04 19:35:32 GMT 2021","62","","[INTEGRATION] :: Deletar Produtos sem Token de autorização","","","","/DELETE - Deletar um produto válido sem utilização de token",""
"passed","Tue May 04 19:35:14 GMT 2021","Tue May 04 19:35:15 GMT 2021","31","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo id do usuário inválido",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","33","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Preço não sendo um number",""
"passed","Tue May 04 19:35:51 GMT 2021","Tue May 04 19:35:51 GMT 2021","35","","[INTEGRATION] :: Deletar Usuários","","","","/DELETE - Deletar um usuário válido",""
"passed","Tue May 04 19:35:46 GMT 2021","Tue May 04 19:35:46 GMT 2021","62","","[INTEGRATION] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto válido",""
"passed","Tue May 04 19:35:27 GMT 2021","Tue May 04 19:35:27 GMT 2021","23","","[INTEGRATION] :: Realizar Login","","","","/POST - Realizar login com email inexistente",""
"passed","Tue May 04 19:35:46 GMT 2021","Tue May 04 19:35:46 GMT 2021","45","","[INTEGRATION] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto já existente",""
"passed","Tue May 04 19:35:14 GMT 2021","Tue May 04 19:35:14 GMT 2021","29","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo _id",""
"passed","Tue May 04 19:35:21 GMT 2021","Tue May 04 19:35:21 GMT 2021","63","","[INTEGRATION] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo a quantidade não seja suficiente",""
"passed","Tue May 04 19:35:58 GMT 2021","Tue May 04 19:35:58 GMT 2021","23","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem email",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","38","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo preço total",""
"passed","Tue May 04 19:35:08 GMT 2021","Tue May 04 19:35:08 GMT 2021","70","","[INTEGRATION] :: Deletar Carrinhos quando ""Concluir uma Compra"" sem Token de autorização","","","","/DELETE - Deletar um carrinho quando ""concluir uma compra"" válido sem utilização de token",""
"passed","Tue May 04 19:35:58 GMT 2021","Tue May 04 19:35:58 GMT 2021","17","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem password",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","25","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca inválida",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","45","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar todos os usuários cadastrados",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","29","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar um usuário que não existe na base",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","36","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o mesmo nome",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","20","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários cadastrados pelo email",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","48","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher nenhum campo",""
"passed","Tue May 04 19:35:34 GMT 2021","Tue May 04 19:35:34 GMT 2021","20","","[INTEGRATION] :: Listar Produtos","","","","/GET - Listar produtos cadastrados pelo nome",""
"passed","Tue May 04 19:35:08 GMT 2021","Tue May 04 19:35:08 GMT 2021","22","","[INTEGRATION] :: Deletar Carrinhos quando ""Cancelar uma Compra"" sem Token de autorização","","","","/DELETE - Deletar um carrinho quando ""cancelar uma compra"" válido sem utilização de token",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","25","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca em branco",""
"passed","Tue May 04 19:35:46 GMT 2021","Tue May 04 19:35:46 GMT 2021","66","","[INTEGRATION] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto não existente",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","24","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar sem preencher o nome, email e password",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","17","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários cadastrados pelo _id",""
"passed","Tue May 04 19:35:21 GMT 2021","Tue May 04 19:35:21 GMT 2021","110","","[INTEGRATION] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho válido com utilização de token",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","18","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar password de um usuário válido",""
"passed","Tue May 04 19:35:32 GMT 2021","Tue May 04 19:35:32 GMT 2021","75","","[INTEGRATION] :: Deletar Produtos","","","","/DELETE - Deletar um produto válido",""
"passed","Tue May 04 19:35:08 GMT 2021","Tue May 04 19:35:08 GMT 2021","58","","[INTEGRATION] :: Deletar Carrinhos quando ""Concluir uma Compra"" Token de autorização","","","","/DELETE - Deletar um carrinho quando ""concluir uma compra"" que não existe para o usuário",""
"passed","Tue May 04 19:35:51 GMT 2021","Tue May 04 19:35:51 GMT 2021","14","","[INTEGRATION] :: Deletar Usuários","","","","/DELETE - Deletar um usuário com _id em branco",""
"passed","Tue May 04 19:35:26 GMT 2021","Tue May 04 19:35:26 GMT 2021","18","","[INTEGRATION] :: Realizar Login","","","","/POST - Realizar login com sucesso com usuário já cadastrado (fulano@qa)",""
"passed","Tue May 04 19:35:58 GMT 2021","Tue May 04 19:35:58 GMT 2021","49","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário válido",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","27","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca correta de: id do usuário e quantidade total válida",""
"passed","Tue May 04 19:35:34 GMT 2021","Tue May 04 19:35:34 GMT 2021","18","","[INTEGRATION] :: Listar Produtos","","","","/GET - Listar produtos cadastrados pela descrição",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","21","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca incorreta de: id do usuário válido e preço total inválido",""
"passed","Tue May 04 19:35:34 GMT 2021","Tue May 04 19:35:34 GMT 2021","19","","[INTEGRATION] :: Listar Produtos","","","","/GET - Listar produtos que não estão cadastrados pelo nome",""
"passed","Tue May 04 19:35:27 GMT 2021","Tue May 04 19:35:27 GMT 2021","26","","[INTEGRATION] :: Realizar Login","","","","/POST - Realizar login com senha inválida",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","41","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto válido com utilização de token",""
"passed","Tue May 04 19:35:59 GMT 2021","Tue May 04 19:35:59 GMT 2021","23","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem nenhuma informação preenchida",""
"passed","Tue May 04 19:35:27 GMT 2021","Tue May 04 19:35:27 GMT 2021","22","","[INTEGRATION] :: Realizar Login","","","","/POST - Realizar login sem preencher o email e a senha",""
"passed","Tue May 04 19:35:20 GMT 2021","Tue May 04 19:35:21 GMT 2021","63","","[INTEGRATION] :: Cadastrar Carrinhos sem Token de autorização","","","","/POST - Cadastrar um carrinho válido sem utilização de token",""
"passed","Tue May 04 19:35:14 GMT 2021","Tue May 04 19:35:14 GMT 2021","31","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados por um _id inválido",""
"passed","Tue May 04 19:35:21 GMT 2021","Tue May 04 19:35:21 GMT 2021","101","","[INTEGRATION] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar mais de um carrinho para o mesmo usuário",""
"passed","Tue May 04 19:35:14 GMT 2021","Tue May 04 19:35:14 GMT 2021","62","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar todos os carrinhos cadastrados",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","16","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome inválido e email válido",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","32","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários com uma busca correta de: nome válido e email válido",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","18","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar sem alterar o email",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","30","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome e email sem parâmetro",""
"passed","Tue May 04 19:35:15 GMT 2021","Tue May 04 19:35:15 GMT 2021","24","","[INTEGRATION] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca correta de: id do usuário e preço total válido",""
"passed","Tue May 04 19:35:59 GMT 2021","Tue May 04 19:35:59 GMT 2021","40","","[INTEGRATION] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário já cadastrado",""
"passed","Tue May 04 19:35:45 GMT 2021","Tue May 04 19:35:46 GMT 2021","48","","[INTEGRATION] :: Editar Produtos sem Token de autorização","","","","/PUT - Editar um produto válido",""
"passed","Tue May 04 19:35:53 GMT 2021","Tue May 04 19:35:53 GMT 2021","18","","[INTEGRATION] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome válido e email inválido",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","41","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Descrição não sendo uma string",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","16","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar sem preencher o email",""
"passed","Tue May 04 19:35:40 GMT 2021","Tue May 04 19:35:40 GMT 2021","44","","[INTEGRATION] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Nome",""
"passed","Tue May 04 19:36:04 GMT 2021","Tue May 04 19:36:04 GMT 2021","17","","[INTEGRATION] :: Editar Usuários","","","","/PUT - Editar com um email inválido",""
