"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","45","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Nome",""
"passed","Fri May 07 20:26:23 GMT 2021","Fri May 07 20:26:23 GMT 2021","19","","[USUÁRIOS] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem a flag de admin",""
"passed","Fri May 07 20:26:16 GMT 2021","Fri May 07 20:26:16 GMT 2021","20","","[USUÁRIOS] :: Deletar Usuários","","","","/DELETE - Deletar um usuário que não existe",""
"passed","Fri May 07 20:25:52 GMT 2021","Fri May 07 20:25:52 GMT 2021","30","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login sem preencher o email e a senha",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","45","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Quantidade",""
"passed","Fri May 07 20:25:57 GMT 2021","Fri May 07 20:25:57 GMT 2021","44","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto com _id em branco",""
"passed","Fri May 07 20:25:40 GMT 2021","Fri May 07 20:25:40 GMT 2021","25","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pela quantidade total",""
"passed","Fri May 07 20:25:58 GMT 2021","Fri May 07 20:25:59 GMT 2021","20","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos cadastrados pelo _id",""
"passed","Fri May 07 20:25:40 GMT 2021","Fri May 07 20:25:40 GMT 2021","19","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca correta de: id do usuário e quantidade total válida",""
"passed","Fri May 07 20:25:40 GMT 2021","Fri May 07 20:25:40 GMT 2021","29","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pelo preço total inválido",""
"passed","Fri May 07 20:25:40 GMT 2021","Fri May 07 20:25:40 GMT 2021","28","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca incorreta de: id do usuário válido e preço total inválido",""
"passed","Fri May 07 20:26:23 GMT 2021","Fri May 07 20:26:23 GMT 2021","91","","[USUÁRIOS] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário válido",""
"passed","Fri May 07 20:25:57 GMT 2021","Fri May 07 20:25:57 GMT 2021","47","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto que não existe",""
"passed","Fri May 07 20:25:57 GMT 2021","Fri May 07 20:25:57 GMT 2021","43","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto que contenha um carrinho",""
"passed","Fri May 07 20:25:57 GMT 2021","Fri May 07 20:25:57 GMT 2021","49","","[PRODUTOS] :: Deletar Produtos sem Token de autorização","","","","/DELETE - Deletar um produto válido sem utilização de token",""
"passed","Fri May 07 20:25:51 GMT 2021","Fri May 07 20:25:51 GMT 2021","20","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com sucesso com usuário já cadastrado (fulano@qa)",""
"passed","Fri May 07 20:25:59 GMT 2021","Fri May 07 20:25:59 GMT 2021","19","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos pelo _id na URL válido",""
"passed","Fri May 07 20:26:23 GMT 2021","Fri May 07 20:26:23 GMT 2021","24","","[USUÁRIOS] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem nenhuma informação preenchida",""
"passed","Fri May 07 20:25:46 GMT 2021","Fri May 07 20:25:46 GMT 2021","63","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo o produto esteja duplicado",""
"passed","Fri May 07 20:26:16 GMT 2021","Fri May 07 20:26:16 GMT 2021","18","","[USUÁRIOS] :: Deletar Usuários","","","","/DELETE - Deletar um usuário que contenha um carrinho",""
"passed","Fri May 07 20:25:51 GMT 2021","Fri May 07 20:25:51 GMT 2021","20","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com tipo de email inválido",""
"passed","Fri May 07 20:26:28 GMT 2021","Fri May 07 20:26:28 GMT 2021","19","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar com um email inválido",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","43","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Nome não sendo uma string",""
"passed","Fri May 07 20:26:10 GMT 2021","Fri May 07 20:26:10 GMT 2021","58","","[PRODUTOS] :: Editar Produtos com Token de autorização","","","","/PUT - Editar um produto não existente",""
"passed","Fri May 07 20:26:28 GMT 2021","Fri May 07 20:26:28 GMT 2021","15","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar sem preencher o password",""
"passed","Fri May 07 20:25:51 GMT 2021","Fri May 07 20:25:51 GMT 2021","19","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com sucesso com usuário criado fake",""
"passed","Fri May 07 20:26:16 GMT 2021","Fri May 07 20:26:16 GMT 2021","21","","[USUÁRIOS] :: Deletar Usuários","","","","/DELETE - Deletar um usuário válido",""
"passed","Fri May 07 20:26:28 GMT 2021","Fri May 07 20:26:28 GMT 2021","24","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar sem preencher o nome, email e password",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","41","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto com o campo Descrição não sendo uma string",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:05 GMT 2021","51","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher nenhum campo",""
"passed","Fri May 07 20:26:17 GMT 2021","Fri May 07 20:26:17 GMT 2021","18","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome inválido e email válido",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","49","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Preco",""
"passed","Fri May 07 20:26:04 GMT 2021","Fri May 07 20:26:04 GMT 2021","47","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Descrição",""
"passed","Fri May 07 20:25:51 GMT 2021","Fri May 07 20:25:51 GMT 2021","24","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login com senha inválida",""
"passed","Fri May 07 20:26:28 GMT 2021","Fri May 07 20:26:28 GMT 2021","19","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar sem alterar o email",""
"passed","Fri May 07 20:25:46 GMT 2021","Fri May 07 20:25:46 GMT 2021","62","","[CARRINHOS] :: Cadastrar Carrinhos com Token de autorização","","","","/POST - Cadastrar um carrinho cujo a quantidade não seja suficiente",""
"passed","Fri May 07 20:26:17 GMT 2021","Fri May 07 20:26:17 GMT 2021","20","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários com uma busca incorreta de: nome válido e email inválido",""
"passed","Fri May 07 20:26:28 GMT 2021","Fri May 07 20:26:28 GMT 2021","23","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar um usuário que não existe na base",""
"passed","Fri May 07 20:25:40 GMT 2021","Fri May 07 20:25:40 GMT 2021","16","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca incorreta de: id do usuário válido e quantidade total inválida",""
"passed","Fri May 07 20:26:17 GMT 2021","Fri May 07 20:26:17 GMT 2021","32","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários com uma busca correta de: nome válido e email válido",""
"passed","Fri May 07 20:25:59 GMT 2021","Fri May 07 20:25:59 GMT 2021","21","","[PRODUTOS] :: Listar Produtos","","","","/GET - Listar produtos que não estão cadastrados pelo _id",""
