"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 07 20:39:09 GMT 2021","Fri May 07 20:39:09 GMT 2021","39","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto que contenha um carrinho",""
"passed","Fri May 07 20:39:04 GMT 2021","Fri May 07 20:39:04 GMT 2021","19","","[LOGIN] :: Realizar Login","","","","/POST - Realizar login sem preencher a senha",""
"passed","Fri May 07 20:38:49 GMT 2021","Fri May 07 20:38:49 GMT 2021","50","","[CARRINHOS] :: Deletar Carrinhos quando ""Cancelar uma Compra"" Token de autorização","","","","/DELETE - Deletar um carrinho quando ""cancelar uma compra"" que não existe para o usuário",""
"passed","Fri May 07 20:38:54 GMT 2021","Fri May 07 20:38:54 GMT 2021","15","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos com uma busca incorreta de: id do usuário válido e preço total inválido",""
"passed","Fri May 07 20:39:37 GMT 2021","Fri May 07 20:39:37 GMT 2021","20","","[USUÁRIOS] :: Editar Usuários","","","","/PUT - Editar sem preencher o nome, email e password",""
"passed","Fri May 07 20:39:16 GMT 2021","Fri May 07 20:39:16 GMT 2021","26","","[PRODUTOS] :: Cadastrar Produtos com Token de autorização","","","","/POST - Cadastrar um produto sem preencher o campo Descrição",""
"passed","Fri May 07 20:38:54 GMT 2021","Fri May 07 20:38:54 GMT 2021","14","","[CARRINHOS] :: Listar Carrinhos","","","","/GET - Listar carrinhos cadastrados pela quantidade total",""
"passed","Fri May 07 20:38:59 GMT 2021","Fri May 07 20:38:59 GMT 2021","45","","[CARRINHOS] :: Cadastrar Carrinhos sem Token de autorização","","","","/POST - Cadastrar um carrinho válido sem utilização de token",""
"passed","Fri May 07 20:39:32 GMT 2021","Fri May 07 20:39:32 GMT 2021","19","","[USUÁRIOS] :: Cadastrar Usuários","","","","/POST - Cadastrar um usuário sem email",""
"passed","Fri May 07 20:39:09 GMT 2021","Fri May 07 20:39:09 GMT 2021","45","","[PRODUTOS] :: Deletar Produtos","","","","/DELETE - Deletar um produto com _id em branco",""
"passed","Fri May 07 20:39:27 GMT 2021","Fri May 07 20:39:27 GMT 2021","19","","[USUÁRIOS] :: Listar Usuários","","","","/GET - Listar usuários cadastrados pelo nome",""
